icao,aerodrome_name,timestamp_utc,station_id,latitude,longitude,elevation,date_time,wind_direction,wind_speed,wind_gust,visibility,current_wx1,current_wx2,current_wx3,low_cloud_type,low_cloud_level,medium_cloud_type,medium_cloud_level,high_cloud_type,high_cloud_level,highest_cloud_type,highest_cloud_level,cloud_coverage,air_temperature,dew_point_temperature,altimeter,current_wx1_symbol,current_wx2_symbol,current_wx3_symbol,remarks,air_pressure_at_sea_level,eastward_wind,northward_wind,raw_metar
SPSO,Pisco,2026-01-01 10:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 10:00:00,70.0,4.0,,5000.0,BR,,,NSC,,,,,,,,0.0,18.0,16.0,29.88,10.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.29,-3.7587704831436333,-1.3680805733026753,202601011000 METAR SPSO 011000Z 07004KT 5000 BR NSC 18/16 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 11:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 11:00:00,10.0,4.0,,5000.0,BR,,,NSC,,,,,,,,0.0,19.0,17.0,29.91,10.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1013.28,-0.6945927106677213,-3.939231012048832,202601011100 METAR SPSO 011100Z 01004KT 5000 BR NSC 19/17 Q1013 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 12:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 12:00:00,10.0,4.0,,5000.0,BR,,,NSC,,,,,,,,0.0,20.0,18.0,29.91,10.0,0.0,0.0,TN17.6 BIRD HAZARD RWY 22/04 PP000,1013.28,-0.6945927106677213,-3.939231012048832,202601011200 METAR SPSO 011200Z 01004KT 5000 BR NSC 20/18 Q1013 RMK TN17.6 BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 13:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 13:00:00,,2.0,,7000.0,,,,FEW,1100.0,,,,,,,2.0,21.0,18.0,29.94,0.0,0.0,0.0,BR BIRD HAZARD RWY 22/04 PP000,1014.28,,,202601011300 METAR SPSO 011300Z VRB02KT 7000 FEW011 21/18 Q1014 RMK BR BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 14:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 14:00:00,290.0,4.0,,10000.0,,,,,,,,,,,,0.0,23.0,18.0,29.94,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1014.27,3.7587704831436333,-1.368080573302676,202601011400 METAR SPSO 011400Z 29004KT 260V320 CAVOK 23/18 Q1014 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 15:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 15:00:00,310.0,7.0,,10000.0,,,,,,,,,,,,0.0,23.0,18.0,29.94,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1014.27,5.362311101832847,-4.499513267805774,202601011500 METAR SPSO 011500Z 31007KT 280V340 CAVOK 23/18 Q1014 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 16:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 16:00:00,290.0,8.0,,10000.0,,,,,,,,,,,,0.0,23.0,18.0,29.91,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1013.27,7.5175409662872665,-2.736161146605352,202601011600 METAR SPSO 011600Z 29008KT 260V320 CAVOK 23/18 Q1013 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 17:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 17:00:00,270.0,8.0,,10000.0,,,,,,,,,,,,0.0,23.0,18.0,29.91,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1013.27,8.0,1.4695761589768238e-15,202601011700 METAR SPSO 011700Z 27008KT CAVOK 23/18 Q1013 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 18:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 18:00:00,270.0,8.0,,10000.0,,,,,,,,,,,,0.0,25.0,18.0,29.91,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1013.26,8.0,1.4695761589768238e-15,202601011800 METAR SPSO 011800Z 27008KT CAVOK 25/18 Q1013 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 19:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 19:00:00,230.0,11.0,,10000.0,,,,,,,,,,,,0.0,26.0,17.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.26,8.426488874308756,7.070663706551934,202601011900 METAR SPSO 011900Z 23011KT CAVOK 26/17 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 20:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 20:00:00,230.0,13.0,,10000.0,,,,,,,,,,,,0.0,27.0,16.0,29.85,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1011.25,9.958577760546714,8.356238925925012,202601012000 METAR SPSO 012000Z 23013KT CAVOK 27/16 Q1011 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 21:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 21:00:00,230.0,14.0,,10000.0,,,,,,,,,,,,0.0,26.0,17.0,29.85,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1011.26,10.72462220366569,8.999026535611552,202601012100 METAR SPSO 012100Z 23014KT CAVOK 26/17 Q1011 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 22:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 22:00:00,220.0,13.0,,10000.0,,,,,,,,,,,,0.0,25.0,17.0,29.85,0.0,0.0,0.0,TX27.2 BIRD HAZARD RWY 22/04 PP000,1011.26,8.35623892592501,9.958577760546714,202601012200 METAR SPSO 012200Z 22013KT CAVOK 25/17 Q1011 RMK TX27.2 BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-01 23:00:00,SPSO,-13.73,-76.22,10.0,2026-05-01 23:00:00,220.0,16.0,,10000.0,,,,,,,,,,,,0.0,23.0,17.0,29.85,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1011.27,10.284601754984628,12.256711089903648,202601012300 METAR SPSO 012300Z 22016KT CAVOK 23/17 Q1011 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 00:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 00:00:00,210.0,15.0,,10000.0,,,,,,,,,,,,0.0,22.0,17.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.27,7.500000000000002,12.990381056766578,202601020000 METAR SPSO 020000Z 21015KT CAVOK 22/17 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 01:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 01:00:00,210.0,13.0,,10000.0,,,,,,,,,,,,0.0,21.0,17.0,29.91,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1013.28,6.500000000000002,11.258330249197702,202601020100 METAR SPSO 020100Z 21013KT CAVOK 21/17 Q1013 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 02:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 02:00:00,210.0,10.0,,10000.0,,,,,,,,,,,,0.0,21.0,16.0,29.94,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1014.28,5.000000000000001,8.660254037844386,202601020200 METAR SPSO 020200Z 21010KT CAVOK 21/16 Q1014 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 03:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 03:00:00,200.0,6.0,,10000.0,,,,,,,,,,,,0.0,21.0,16.0,29.94,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1014.28,2.052120859954012,5.638155724715451,202601020300 METAR SPSO 020300Z 20006KT CAVOK 21/16 Q1014 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 04:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 04:00:00,190.0,3.0,,10000.0,,,,,,,,,,,,0.0,22.0,16.0,29.94,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1014.27,0.5209445330007914,2.954423259036624,202601020400 METAR SPSO 020400Z 19003KT 160V230 CAVOK 22/16 Q1014 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 05:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 05:00:00,190.0,3.0,,10000.0,,,,,,,,,,,,0.0,21.0,16.0,29.91,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1013.28,0.5209445330007914,2.954423259036624,202601020500 METAR SPSO 020500Z 19003KT CAVOK 21/16 Q1013 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 06:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 06:00:00,220.0,6.0,,10000.0,,,,,,,,,,,,0.0,21.0,16.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.27,3.8567256581192355,4.596266658713868,202601020600 METAR SPSO 020600Z 22006KT CAVOK 21/16 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 07:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 07:00:00,,1.0,,10000.0,,,,,,,,,,,,0.0,20.0,16.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.28,,,202601020700 METAR SPSO 020700Z VRB01KT CAVOK 20/16 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 08:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 08:00:00,180.0,4.0,,10000.0,,,,,,,,,,,,0.0,20.0,16.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.28,-4.898587196589413e-16,4.0,202601020800 METAR SPSO 020800Z 18004KT 140V210 CAVOK 20/16 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 09:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 09:00:00,,1.0,,6000.0,,,,NSC,,,,,,,,0.0,20.0,15.0,29.85,0.0,0.0,0.0,FU BIRD HAZARD RWY 22/04 PP000,1011.28,,,202601020900 METAR SPSO 020900Z VRB01KT 6000 NSC 20/15 Q1011 RMK FU BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 10:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 10:00:00,70.0,1.0,,7000.0,,,,NSC,,,,,,,,0.0,19.0,15.0,29.88,0.0,0.0,0.0,FU BIRD HAZARD RWY 22/04 PP000,1012.28,-0.9396926207859083,-0.3420201433256688,202601021000 METAR SPSO 021000Z 07001KT 7000 NSC 19/15 Q1012 RMK FU BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 11:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 11:00:00,0.0,0.0,,6000.0,,,,NSC,,,,,,,,0.0,20.0,15.0,29.88,0.0,0.0,0.0,HZ BIRD HAZARD RWY 22/04 PP000,1012.28,-0.0,-0.0,202601021100 METAR SPSO 021100Z 00000KT 6000 NSC 20/15 Q1012 RMK HZ BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 12:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 12:00:00,0.0,0.0,,7000.0,,,,FEW,900.0,,,,,,,2.0,20.0,16.0,29.91,0.0,0.0,0.0,TN19.0 HZ BIRD HAZARD RWY 22/04 PP000,1013.28,-0.0,-0.0,202601021200 METAR SPSO 021200Z 00000KT 7000 FEW009 20/16 Q1013 RMK TN19.0 HZ BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 13:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 13:00:00,,1.0,,9000.0,,,,NSC,,,,,,,,0.0,22.0,17.0,29.94,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1014.27,,,202601021300 METAR SPSO 021300Z VRB01KT 9000 NSC 22/17 Q1014 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 14:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 14:00:00,280.0,4.0,,10000.0,,,,,,,,,,,,0.0,23.0,17.0,29.94,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1014.27,3.9392310120488325,-0.6945927106677199,202601021400 METAR SPSO 021400Z 28004KT CAVOK 23/17 Q1014 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 15:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 15:00:00,280.0,6.0,,10000.0,,,,,,,,,,,,0.0,24.0,18.0,29.91,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1013.26,5.908846518073249,-1.0418890660015798,202601021500 METAR SPSO 021500Z 28006KT 250V310 CAVOK 24/18 Q1013 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 16:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 16:00:00,280.0,8.0,,10000.0,,,,,,,,,,,,0.0,24.0,19.0,29.91,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1013.26,7.878462024097665,-1.3891854213354398,202601021600 METAR SPSO 021600Z 28008KT CAVOK 24/19 Q1013 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 17:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 17:00:00,270.0,10.0,,10000.0,,,,,,,,,,,,0.0,24.0,17.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.26,10.0,1.8369701987210296e-15,202601021700 METAR SPSO 021700Z 27010KT CAVOK 24/17 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 18:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 18:00:00,240.0,8.0,,10000.0,,,,,,,,,,,,0.0,25.0,17.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.26,6.928203230275507,4.0000000000000036,202601021800 METAR SPSO 021800Z 24008KT CAVOK 25/17 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 19:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 19:00:00,240.0,10.0,,10000.0,,,,,,,,,,,,0.0,26.0,17.0,29.85,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1011.26,8.660254037844384,5.000000000000004,202601021900 METAR SPSO 021900Z 24010KT 220V280 CAVOK 26/17 Q1011 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 20:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 20:00:00,230.0,9.0,,10000.0,,,,,,,,,,,,0.0,26.0,16.0,29.83,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1010.25,6.894399988070801,5.7850884871788555,202601022000 METAR SPSO 022000Z 23009KT CAVOK 26/16 Q1010 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 21:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 21:00:00,240.0,7.0,,10000.0,,,,,,,,,,,,0.0,24.0,17.0,29.83,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1010.26,6.062177826491069,3.500000000000003,202601022100 METAR SPSO 022100Z 24007KT CAVOK 24/17 Q1010 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 22:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 22:00:00,220.0,13.0,,10000.0,,,,,,,,,,,,0.0,24.0,17.0,29.8,0.0,0.0,0.0,TX26.3 BIRD HAZARD RWY 22/04 PP000,1009.26,8.35623892592501,9.958577760546714,202601022200 METAR SPSO 022200Z 22013KT CAVOK 24/17 Q1009 RMK TX26.3 BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-02 23:00:00,SPSO,-13.73,-76.22,10.0,2026-05-02 23:00:00,220.0,15.0,,10000.0,,,,,,,,,,,,0.0,22.0,17.0,29.83,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1010.27,9.641814145298088,11.49066664678467,202601022300 METAR SPSO 022300Z 22015KT CAVOK 22/17 Q1010 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 00:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 00:00:00,210.0,16.0,,10000.0,,,,,,,,,,,,0.0,21.0,17.0,29.83,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1010.27,8.000000000000002,13.856406460551018,202601030000 METAR SPSO 030000Z 21016KT CAVOK 21/17 Q1010 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 01:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 01:00:00,200.0,9.0,,10000.0,,,,,,,,,,,,0.0,21.0,17.0,29.85,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1011.27,3.0781812899310177,8.457233587073176,202601030100 METAR SPSO 030100Z 20009KT CAVOK 21/17 Q1011 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 02:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 02:00:00,190.0,4.0,,10000.0,,,,,,,,,,,,0.0,20.0,16.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.28,0.6945927106677219,3.939231012048832,202601030200 METAR SPSO 030200Z 19004KT 170V230 CAVOK 20/16 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 03:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 03:00:00,200.0,6.0,,10000.0,,,,,,,,,,,,0.0,20.0,16.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.28,2.052120859954012,5.638155724715451,202601030300 METAR SPSO 030300Z 20006KT CAVOK 20/16 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 04:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 04:00:00,200.0,6.0,,10000.0,,,,,,,,,,,,0.0,20.0,16.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.28,2.052120859954012,5.638155724715451,202601030400 METAR SPSO 030400Z 20006KT CAVOK 20/16 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 05:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 05:00:00,190.0,4.0,,10000.0,,,,,,,,,,,,0.0,20.0,16.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.28,0.6945927106677219,3.939231012048832,202601030500 METAR SPSO 030500Z 19004KT CAVOK 20/16 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 06:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 06:00:00,130.0,2.0,,10000.0,,,,,,,,,,,,0.0,18.0,15.0,29.85,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1011.29,-1.532088886237956,1.2855752193730787,202601030600 METAR SPSO 030600Z 13002KT CAVOK 18/15 Q1011 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 07:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 07:00:00,140.0,3.0,,6000.0,,,,NSC,,,,,,,,0.0,17.0,14.0,29.85,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1011.29,-1.9283628290596184,2.2981333293569337,202601030700 METAR SPSO 030700Z 14003KT 6000 NSC 17/14 Q1011 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 08:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 08:00:00,180.0,3.0,,4000.0,BR,FU,,NSC,,,,,,,,0.0,18.0,14.0,29.83,10.0,4.0,0.0,BIRD HAZARD RWY 22/04 PP000,1010.29,-3.6739403974420594e-16,3.0,202601030800 METAR SPSO 030800Z 18003KT 4000 BR FU NSC 18/14 Q1010 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 09:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 09:00:00,160.0,3.0,,3000.0,BR,FU,,NSC,,,,,,,,0.0,17.0,14.0,29.83,10.0,4.0,0.0,BIRD HAZARD RWY 22/04 PP000,1010.29,-1.0260604299770066,2.819077862357725,202601030900 METAR SPSO 030900Z 16003KT 3000 BR FU NSC 17/14 Q1010 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 10:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 10:00:00,110.0,2.0,,3000.0,BR,FU,,NSC,,,,,,,,0.0,17.0,14.0,29.85,10.0,4.0,0.0,BIRD HAZARD RWY 22/04 PP000,1011.29,-1.8793852415718169,0.6840402866513374,202601031000 METAR SPSO 031000Z 11002KT 3000 BR FU NSC 17/14 Q1011 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 11:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 11:00:00,100.0,1.0,,3000.0,BR,FU,,NSC,,,,,,,,0.0,17.0,14.0,29.85,10.0,4.0,0.0,BIRD HAZARD RWY 22/04 PP000,1011.29,-0.984807753012208,0.1736481776669303,202601031100 METAR SPSO 031100Z 10001KT 3000 BR FU NSC 17/14 Q1011 RMK BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 12:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 12:00:00,180.0,3.0,,5000.0,FU,,,NSC,,,,,,,,0.0,19.0,15.0,29.88,4.0,0.0,0.0,TN16.4 BIRD HAZARD RWY 22/04 PP000,1012.28,-3.6739403974420594e-16,3.0,202601031200 METAR SPSO 031200Z 18003KT 5000 FU NSC 19/15 Q1012 RMK TN16.4 BIRD HAZARD RWY 22/04 PP000=
SPSO,Pisco,2026-01-03 13:00:00,SPSO,-13.73,-76.22,10.0,2026-05-03 13:00:00,0.0,0.0,,9000.0,,,,NSC,,,,,,,,0.0,22.0,16.0,29.88,0.0,0.0,0.0,BIRD HAZARD RWY 22/04 PP000,1012.27,-0.0,-0.0,202601031300 METAR SPSO 031300Z 00000KT 9000 NSC 22/16 Q1012 RMK BIRD HAZARD RWY 22/04 PP000=
